 BeamLabel,Angle,Ant1,Ant2,Ant3,Ant4,Ant5,Ant6,Ant7,Ant8,Ant9,Ant10,Ant11,Ant12,Ant13,Ant14,Ant15,Ant16,Ant17,Ant18,Ant19,Ant20,Ant21,Ant22,Ant23,Ant24,Ant25,Ant26,Ant27,Ant28,Ant29,Ant30,Ant31,Ant32,Ant33,Ant34,Ant35,Ant36
dft0,-45,0,145.1,-69.803,75.295,-139.61,5.4916,150.59,-64.312,80.786,-134.12,10.983,156.08,-58.82,86.278,-128.62,16.475,161.57,-53.329,91.77,-123.13,21.966,167.06,-47.837,97.261,-117.64,27.458,172.56,-42.346,102.75,-112.15,32.949,178.05,-36.854,108.24,-106.66,38.441
dft1,-43.594,0,141.49,-77.013,64.481,-154.03,-12.531,128.96,-89.544,51.95,-166.56,-25.063,116.43,-102.08,39.418,-179.09,-37.594,103.9,-114.61,26.887,168.38,-50.126,91.368,-127.14,14.356,155.85,-62.657,78.837,-139.67,1.8242,143.32,-75.188,66.305,-152.2,-10.707,130.79,-87.72
dft2,-42.188,0,137.8,-84.392,53.412,-168.78,-30.981,106.82,-115.37,22.431,160.24,-61.961,75.843,-146.35,-8.5493,129.25,-92.942,44.862,-177.33,-39.53,98.274,-123.92,13.882,151.69,-70.51,67.294,-154.9,-17.099,120.71,-101.49,36.313,174.12,-48.079,89.725,-132.47,5.3325,143.14
dft3,-40.781,0,134.03,-91.938,42.093,176.12,-49.845,84.186,-141.78,-7.7515,126.28,-99.689,34.342,168.37,-57.596,76.435,-149.53,-15.503,118.53,-107.44,26.59,160.62,-65.348,68.683,-157.29,-23.254,110.78,-115.19,18.839,152.87,-73.099,60.932,-165.04,-31.006,103.03,-122.94,11.087
dft4,-39.375,0,130.18,-99.645,30.533,160.71,-69.112,61.065,-168.76,-38.58,91.598,-138.22,-8.0475,122.13,-107.69,22.485,152.66,-77.16,53.018,-176.8,-46.627,83.55,-146.27,-16.095,114.08,-115.74,14.438,144.62,-85.207,44.97,175.15,-54.675,75.503,-154.32,-24.142,106.04,-123.79
dft5,-37.969,0,126.25,-107.51,18.737,144.98,-88.772,37.473,163.72,-70.036,56.21,-177.54,-51.299,74.946,-158.81,-32.563,93.683,-140.07,-13.826,112.42,-121.34,4.9104,131.16,-102.6,23.647,149.89,-83.862,42.384,168.63,-65.125,61.12,-172.63,-46.389,79.857,-153.9,-27.652,98.593
dft6,-36.563,0,122.24,-115.53,6.7125,128.95,-108.81,13.425,135.66,-102.1,20.137,142.37,-95.388,26.85,149.09,-88.675,33.562,155.8,-81.963,40.275,162.51,-75.25,46.987,169.22,-68.538,53.7,175.94,-61.825,60.412,-177.35,-55.113,67.125,-170.64,-48.4,73.837,-163.93,-41.688
dft7,-35.156,0,118.16,-123.69,-5.5325,112.62,-129.22,-11.065,107.09,-134.75,-16.597,101.56,-140.29,-22.13,96.026,-145.82,-27.662,90.493,-151.35,-33.195,84.961,-156.88,-38.727,79.428,-162.42,-44.26,73.896,-167.95,-49.792,68.364,-173.48,-55.325,62.831,-179.01,-60.857,57.299,175.45
dft8,-33.75,0,114,-131.99,-17.991,96.012,-149.98,-35.982,78.021,-167.98,-53.973,60.03,174.03,-71.964,42.039,156.04,-89.955,24.048,138.05,-107.95,6.0572,120.06,-125.94,-11.934,102.07,-143.93,-29.925,84.078,-161.92,-47.916,66.087,-179.91,-65.907,48.096,162.1,-83.898,30.105
dft9,-32.344,0,109.78,-140.44,-30.655,79.126,-171.09,-61.311,48.471,158.25,-91.966,17.815,127.6,-122.62,-12.84,96.941,-153.28,-43.496,66.286,176.07,-74.151,35.63,145.41,-104.81,4.9748,114.76,-135.46,-25.681,84.101,-166.12,-56.336,53.445,163.23,-86.992,22.79,132.57,-117.65
dft10,-30.937,0,105.49,-149.01,-43.518,61.976,167.47,-87.037,18.457,123.95,-130.56,-25.061,80.433,-174.07,-68.58,36.914,142.41,-112.1,-6.604,98.89,-155.62,-50.122,55.372,160.87,-93.641,11.853,117.35,-137.16,-31.665,73.829,179.32,-75.184,30.31,135.8,-118.7,-13.208,92.286
dft11,-29.531,0,101.14,-157.71,-56.572,44.571,145.71,-113.14,-12.001,89.142,-169.72,-68.573,32.57,133.71,-125.14,-24.002,77.141,178.28,-80.574,20.569,121.71,-137.15,-36.003,65.14,166.28,-92.575,8.5677,109.71,-149.15,-48.004,53.139,154.28,-104.58,-3.4333,97.709,-161.15,-60.005
dft12,-28.125,0,96.731,-166.54,-69.808,26.922,123.65,-139.62,-42.886,53.845,150.58,-112.69,-15.963,80.767,177.5,-85.771,10.959,107.69,-155.58,-58.849,37.882,134.61,-128.66,-31.927,64.804,161.53,-101.73,-5.0041,91.726,-171.54,-74.812,21.918,118.65,-144.62,-47.89,48.841,145.57
dft13,-26.719,0,92.26,-175.48,-83.219,9.041,101.3,-166.44,-74.178,18.082,110.34,-157.4,-65.137,27.123,119.38,-148.36,-56.096,36.164,128.42,-139.32,-47.055,45.205,137.47,-130.27,-38.014,54.246,146.51,-121.23,-28.973,63.287,155.55,-112.19,-19.932,72.328,164.59,-103.15,-10.891
dft14,-25.313,0,87.734,175.47,-96.797,-9.0628,78.672,166.41,-105.86,-18.126,69.609,157.34,-114.92,-27.188,60.546,148.28,-123.99,-36.251,51.483,139.22,-133.05,-45.314,42.42,130.15,-142.11,-54.377,33.358,121.09,-151.17,-63.439,24.295,112.03,-160.24,-72.502,15.232,102.97,-169.3
dft15,-23.906,0,83.156,166.31,-110.53,-27.378,55.778,138.93,-137.91,-54.756,28.4,111.56,-165.29,-82.134,1.0217,84.177,167.33,-109.51,-26.356,56.799,139.95,-136.89,-53.734,29.421,112.58,-164.27,-81.112,2.0435,85.199,168.35,-108.49,-25.334,57.821,140.98,-135.87,-52.712,30.443
dft16,-22.5,0,78.527,157.05,-124.42,-45.893,32.633,111.16,-170.31,-91.787,-13.26,65.266,143.79,-137.68,-59.154,19.373,97.9,176.43,-105.05,-26.52,52.006,130.53,-150.94,-72.414,6.1127,84.639,163.17,-118.31,-39.781,38.746,117.27,-164.2,-85.674,-7.1475,71.379,149.91,-131.57
dft17,-21.094,0,73.85,147.7,-138.45,-64.598,9.2523,83.103,156.95,-129.2,-55.346,18.505,92.355,166.21,-119.94,-46.094,27.757,101.61,175.46,-110.69,-36.841,37.009,110.86,-175.29,-101.44,-27.589,46.262,120.11,-166.04,-92.187,-18.337,55.514,129.36,-156.79,-82.935,-9.0843,64.766
dft18,-19.688,0,69.13,138.26,-152.61,-83.481,-14.351,54.779,123.91,-166.96,-97.832,-28.702,40.428,109.56,178.69,-112.18,-43.053,26.077,95.207,164.34,-126.53,-57.404,11.726,80.856,149.99,-140.88,-71.755,-2.6253,66.505,135.63,-155.24,-86.106,-16.976,52.154,121.28,-169.59,-100.46
dft19,-18.281,0,64.367,128.73,-166.9,-102.53,-38.163,26.205,90.572,154.94,-140.69,-76.325,-11.958,52.41,116.78,-178.86,-114.49,-50.12,14.247,78.615,142.98,-152.65,-88.283,-23.915,40.452,104.82,169.19,-126.45,-62.078,2.2898,66.657,131.02,-164.61,-100.24,-35.873,28.495,92.862
dft20,-16.875,0,59.566,119.13,178.7,-121.73,-62.168,-2.6015,56.965,116.53,176.1,-124.34,-64.769,-5.203,54.363,113.93,173.5,-126.94,-67.371,-7.8045,51.762,111.33,170.89,-129.54,-69.972,-10.406,49.16,108.73,168.29,-132.14,-72.574,-13.008,46.559,106.13,165.69,-134.74,-75.175
dft21,-15.469,0,54.729,109.46,164.19,-141.08,-86.353,-31.623,23.106,77.836,132.57,-172.71,-117.98,-63.247,-8.517,46.212,100.94,155.67,-149.6,-94.87,-40.14,14.589,69.319,124.05,178.78,-126.49,-71.764,-17.034,37.695,92.425,147.15,-158.12,-103.39,-48.657,6.0721,60.802,115.53
dft22,-14.063,0,49.86,99.719,149.58,-160.56,-110.7,-60.843,-10.983,38.876,88.736,138.6,-171.55,-121.69,-71.826,-21.967,27.893,77.753,127.61,177.47,-132.67,-82.809,-32.95,16.91,66.769,116.63,166.49,-143.65,-93.793,-43.933,5.9265,55.786,105.65,155.51,-154.64,-104.78,-54.916
dft23,-12.656,0,44.96,89.919,134.88,179.84,-135.2,-90.243,-45.283,-0.3234,44.636,89.596,134.56,179.51,-135.53,-90.566,-45.606,-0.64681,44.313,89.272,134.23,179.19,-135.85,-90.889,-45.93,-0.97021,43.989,88.949,133.91,178.87,-136.17,-91.213,-46.253,-1.2936,43.666,88.626,133.59
